ID,Label,Timestamp,Bias,Region,emotionLabel,neutral,surprise,joy,fear,sadness,disgust,anger
914877395873812485,0,2017-10-02 09:39:03,LEFT-CENTER,America,fear,0.322764546,0.040261272,0.079730369,0.440466106,0.012502821,0.031842981,0.072431982
914877419668082689,1,2017-10-02 09:39:09,LEFT,Middle East,fear,0.001430132,0.005804209,0.00487513,0.955944836,0.005416684,0.000217917,0.026311181
914880449994002433,0,2017-10-02 09:51:11,EXTREME RIGHT,America,fear,0.08814469,0.034932476,0.028424967,0.486213654,0.311194152,0.013422241,0.037667811
914882833742737408,0,2017-10-02 10:00:39,EXTREME RIGHT,America,neutral,0.563113391,0.025958005,0.019440724,0.17601946,0.024388302,0.029207027,0.161873087
914884030734225409,1,2017-10-02 10:05:25,EXTREME RIGHT,Others,anger,0.003117328,0.002231452,0.002217299,0.335878223,0.015224514,0.031908013,0.609423161
914885430478295040,0,2017-10-02 10:10:59,EXTREME RIGHT,America,fear,0.240759626,0.021948174,0.039176848,0.477200687,0.077907965,0.016732488,0.126274183
914887592084168705,1,2017-10-02 10:19:34,RIGHT,America,fear,0.23636432,0.009644079,0.162485048,0.501259387,0.016040292,0.006030209,0.068176724
914888925755387904,0,2017-10-02 10:24:52,LEFT-CENTER,America,fear,0.077931747,0.021164013,0.025189495,0.641994357,0.018712329,0.005789049,0.209219083
914890354607968256,1,2017-10-02 10:30:33,EXTREME RIGHT,America,fear,0.060119193,0.036046058,0.033599783,0.467551708,0.110693634,0.009741956,0.282247722
914891922807848962,0,2017-10-02 10:36:46,LEFT-CENTER,America,fear,0.018297691,0.011140094,0.003907853,0.847034752,0.006402317,0.006640278,0.106577091
914893520086945792,1,2017-10-02 10:43:07,EXTREME RIGHT,Others,fear,0.00037238,0.00075364,0.0008857,0.990785241,0.002094093,0.000741977,0.004366871
914923464531865608,0,2017-10-02 12:42:07,LEFT-CENTER,America,fear,0.024376549,0.002731037,0.012060392,0.678725243,0.206344813,0.003204307,0.072557539
914925712364187648,1,2017-10-02 12:51:02,EXTREME RIGHT,Others,disgust,0.00280243,0.002478794,0.001123147,0.058464348,0.010889586,0.898043573,0.026198328
914928253642477568,1,2017-10-02 13:01:08,EXTREME RIGHT,America,anger,0.007292076,0.002267661,0.001504016,0.191773757,0.009296128,0.013505531,0.774360895
914934835847741440,1,2017-10-02 13:27:18,UNK,Others,fear,0.00660431,0.235290304,0.003002396,0.613085628,0.09915477,0.031569079,0.011293519
914963210452832256,0,2017-10-02 15:20:03,LEFT-CENTER,America,neutral,0.652475238,0.016623223,0.018690582,0.153971165,0.017051836,0.010485936,0.130702034
914966540663083008,1,2017-10-02 15:33:17,EXTREME RIGHT,Others,fear,0.142837465,0.023540741,0.004237924,0.488152683,0.029672341,0.021576852,0.289981931
914972179770466304,1,2017-10-02 15:55:41,EXTREME LEFT,America,neutral,0.757207572,0.008550995,0.005727663,0.117918774,0.009399406,0.016528502,0.084667124
914981354147909634,0,2017-10-02 16:32:09,EXTREME RIGHT,America,fear,0.031283982,0.003668634,0.010540143,0.554668784,0.279031366,0.008534487,0.112272575
914989784296312832,1,2017-10-02 17:05:38,LEFT,Middle East,fear,0.095492423,0.031642187,0.131322265,0.456603408,0.021281231,0.002729794,0.26092872
914996686237319168,1,2017-10-02 17:33:04,EXTREME RIGHT,Europe,fear,0.003221103,0.001022155,0.001489488,0.931509197,0.002690113,0.00311436,0.056953687
915097350636396544,1,2017-10-03 00:13:04,EXTREME RIGHT,Europe,anger,0.001243693,0.000464467,0.000410038,0.005571477,0.000905574,0.001453896,0.989950716
915105659724603392,1,2017-10-03 00:46:05,EXTREME RIGHT,Europe,fear,0.027178524,0.010945077,0.011145138,0.912489176,0.008179972,0.002296395,0.027765818
915201876349657088,1,2017-10-03 07:08:25,EXTREME RIGHT,Others,neutral,0.414398313,0.083283044,0.029113133,0.27325508,0.044016335,0.027618404,0.128315672
915206145748463618,0,2017-10-03 07:25:23,LEFT,America,fear,0.358028859,0.040080864,0.031432368,0.485500574,0.006597658,0.006393401,0.07196632
915206388728639488,0,2017-10-03 07:26:21,LEFT,America,joy,0.08488784,0.017599782,0.390203923,0.124557056,0.350234479,0.00419276,0.028324179
915210026792505344,1,2017-10-03 07:40:48,EXTREME RIGHT,Others,surprise,0.009085155,0.511628628,0.005496338,0.449753821,0.001872846,0.00663796,0.015525262
915217014314160130,0,2017-10-03 08:08:34,EXTREME RIGHT,America,neutral,0.768191636,0.065418139,0.003226864,0.097013086,0.007505417,0.016588725,0.042056169
915233810865967104,0,2017-10-03 09:15:19,EXTREME RIGHT,America,fear,0.061814394,0.016678251,0.003842242,0.803013623,0.01582402,0.007294837,0.091532595
915242438754697217,1,2017-10-03 09:49:36,EXTREME RIGHT,Others,neutral,0.896974623,0.009203889,0.018011766,0.025303118,0.004200352,0.016733855,0.029572431
915246900378525696,1,2017-10-03 10:07:20,EXTREME RIGHT,Others,surprise,0.033802278,0.830610573,0.017015811,0.071462184,0.023221975,0.002200756,0.021686381
915251433041203200,1,2017-10-03 10:25:20,EXTREME RIGHT,Others,fear,0.000895236,0.001043015,0.000761311,0.991900563,0.001463342,0.00048302,0.003453532
915253639484248064,1,2017-10-03 10:34:06,EXTREME RIGHT,Others,fear,0.079786628,0.012735791,0.003227377,0.74288553,0.090731114,0.014262586,0.05637094
915272000473587714,0,2017-10-03 11:47:04,LEFT-CENTER,America,fear,0.102587275,0.034304183,0.009197642,0.64962697,0.041884638,0.022906812,0.139492393
915272245706096640,0,2017-10-03 11:48:02,LEFT-CENTER,America,fear,0.002354204,0.003865567,0.001732694,0.900257945,0.028062467,0.001810496,0.061916821
915280587857866752,1,2017-10-03 12:21:11,UNK,Others,neutral,0.881706834,0.012089761,0.014742388,0.003968959,0.013473701,0.055825599,0.018192744
915281804524797952,1,2017-10-03 12:26:01,EXTREME RIGHT,America,anger,0.025884047,0.004052422,0.003487629,0.266678452,0.006798335,0.022311443,0.670787692
915284799732043776,1,2017-10-03 12:37:56,EXTREME RIGHT,Others,neutral,0.423623949,0.042372495,0.076738469,0.193494007,0.025848657,0.213634089,0.024288448
915288014988996612,0,2017-10-03 12:50:42,LEFT,America,joy,0.247822702,0.043029498,0.422365129,0.099775508,0.017749686,0.011830111,0.157427296
915293907197595648,1,2017-10-03 13:14:07,EXTREME RIGHT,America,disgust,0.008497773,0.001722052,0.001577954,0.144313693,0.040963992,0.611051023,0.191873521
915297966742806528,1,2017-10-03 13:30:15,EXTREME RIGHT,Others,fear,0.030098578,0.00519994,0.004793919,0.756535649,0.102385707,0.017210707,0.083775394
915319273337364480,0,2017-10-03 14:54:55,LEFT-CENTER,America,fear,0.211860299,0.030911652,0.00447707,0.374447972,0.156862542,0.013834922,0.207605541
915322462296006656,1,2017-10-03 15:07:35,RIGHT,America,neutral,0.657398939,0.011936868,0.10910257,0.066917576,0.015329076,0.094184197,0.045130752
915324350454222849,0,2017-10-03 15:15:05,LEFT-CENTER,America,fear,0.035235289,0.012268241,0.022261085,0.822166443,0.031214165,0.00308102,0.073773578
915328119254462464,0,2017-10-03 15:30:04,LEFT-CENTER,America,fear,0.075146578,0.078816213,0.120768696,0.547859728,0.031662922,0.003569992,0.142175868
915331898179645440,0,2017-10-03 15:45:05,LEFT-CENTER,America,fear,0.313932598,0.010160359,0.010710688,0.576231778,0.017745942,0.014717913,0.056500681
915335667126857730,0,2017-10-03 16:00:03,LEFT-CENTER,America,fear,0.044782799,0.016454291,0.002967034,0.556867778,0.088920988,0.012305077,0.277702004
915343222267944961,0,2017-10-03 16:30:05,LEFT-CENTER,America,fear,0.005309057,0.006839408,0.001130863,0.979496717,0.002788214,0.002521494,0.001914168
915350764658315265,0,2017-10-03 17:00:03,LEFT-CENTER,America,fear,0.276211351,0.050531,0.041224614,0.543597758,0.009817487,0.005718814,0.072898954
915358314472595458,0,2017-10-03 17:30:03,LEFT-CENTER,America,surprise,0.324719578,0.338648021,0.011814306,0.247643098,0.008689572,0.011427793,0.057057701
915363002689265664,1,2017-10-03 17:48:41,UNK,Others,anger,0.179987878,0.004174612,0.001522713,0.02052334,0.027637405,0.05022274,0.715931296
915363404927221760,1,2017-10-03 17:50:17,UNK,Others,disgust,0.047112204,0.005868061,0.00087217,0.009857744,0.00442055,0.88055861,0.051310703
915490821687926785,1,2017-10-04 02:16:35,EXTREME RIGHT,America,neutral,0.432581335,0.008818782,0.002159591,0.023894707,0.015843099,0.203134239,0.313568145
915576106174083074,1,2017-10-04 07:55:28,EXTREME RIGHT,America,fear,0.084996194,0.013904169,0.004684282,0.769843459,0.01173025,0.00460328,0.110238373
915576652872155137,1,2017-10-04 07:57:39,EXTREME RIGHT,America,fear,0.001923365,0.000909976,0.002614822,0.953095615,0.001986846,0.001114594,0.038354866
915578515415814146,1,2017-10-04 08:05:03,EXTREME RIGHT,America,fear,0.00137532,0.00100457,0.001995004,0.966937721,0.002289124,0.000755371,0.02564282
915580550081056768,1,2017-10-04 08:13:08,EXTREME RIGHT,America,anger,0.047000896,0.007526589,0.001981869,0.404720873,0.019144269,0.033999391,0.485626251
915597202122096640,1,2017-10-04 09:19:18,UNK,Others,anger,0.028149785,0.003663209,0.002266565,0.003089124,0.019009041,0.079902008,0.863920391
915603130116706304,1,2017-10-04 09:42:51,UNK,Others,fear,0.006643305,0.003273776,0.036146794,0.497719139,0.425758004,0.00242536,0.028033691
915606078095855616,1,2017-10-04 09:54:34,RIGHT-CENTER,Others,fear,0.045625206,0.01334451,0.031887565,0.686758637,0.020488199,0.024797132,0.177098721
915607967625555969,0,2017-10-04 10:02:05,LEFT-CENTER,America,fear,0.337877601,0.029753774,0.006426465,0.429625988,0.101352096,0.035281423,0.059682652
915611051449823232,1,2017-10-04 10:14:20,EXTREME RIGHT,Others,fear,0.032068092,0.006556836,0.014072908,0.509474218,0.012382151,0.010233755,0.415212035
915625316659400704,0,2017-10-04 11:11:01,EXTREME RIGHT,America,surprise,0.086391829,0.823292851,0.007212438,0.053887673,0.004887303,0.002547875,0.021780025
915637774803460102,1,2017-10-04 12:00:31,RIGHT-CENTER,Others,anger,0.006205785,0.001798528,0.00593831,0.21943067,0.028179713,0.011093313,0.727353573
915640680852148225,0,2017-10-04 12:12:04,EXTREME RIGHT,America,neutral,0.447164387,0.018841034,0.13939859,0.298604071,0.031103741,0.009570297,0.055317849
915660609055809538,1,2017-10-04 13:31:16,EXTREME RIGHT,Others,anger,0.010307218,0.029331116,0.001139703,0.174015343,0.021149149,0.006483738,0.757573783
915667803222528000,1,2017-10-04 13:59:51,RIGHT-CENTER,Others,anger,0.010658514,0.004576377,0.00354638,0.347817719,0.026637329,0.051014848,0.55574888
915678516359913473,0,2017-10-04 14:42:25,EXTREME RIGHT,America,fear,0.049465928,0.025260521,0.079264931,0.684904635,0.022945218,0.013853136,0.124305584
915679471126052867,0,2017-10-04 14:46:13,LEFT-CENTER,America,neutral,0.372750849,0.02308351,0.227867991,0.186974853,0.016062567,0.009997339,0.163262859
915689201529769985,1,2017-10-04 15:24:52,UNK,Others,joy,0.049483079,0.017106706,0.717070341,0.144242302,0.011486306,0.005846982,0.054764304
915689691407618049,0,2017-10-04 15:26:49,LEFT-CENTER,America,anger,0.018934762,0.004917779,0.009161066,0.178394735,0.118775263,0.012147647,0.657668769
915690552619921413,0,2017-10-04 15:30:15,LEFT-CENTER,America,anger,0.006457888,0.002499841,0.001269667,0.053271074,0.012946161,0.279450923,0.644104421
915694291040784384,0,2017-10-04 15:45:06,LEFT-CENTER,America,fear,0.004085052,0.006685664,0.004065812,0.760694861,0.115110539,0.002608037,0.106750064
915698063666221056,0,2017-10-04 16:00:05,LEFT-CENTER,America,joy,0.122717984,0.025637925,0.814418733,0.01311028,0.006181818,0.002515027,0.015418202
915701838695092224,0,2017-10-04 16:15:05,LEFT-CENTER,America,anger,0.133219033,0.011110116,0.004240723,0.277028978,0.173202634,0.029873595,0.371325016
915705349834985473,0,2017-10-04 16:29:03,LEFT-CENTER,America,anger,0.214994207,0.008542514,0.0120863,0.127168968,0.03663101,0.055196237,0.545380712
915707328535552000,1,2017-10-04 16:36:54,EXTREME LEFT,America,surprise,0.346607089,0.389239788,0.013950695,0.008346579,0.213763505,0.005197172,0.02289515
915713154574897152,0,2017-10-04 17:00:03,LEFT-CENTER,America,anger,0.015307629,0.002764675,0.002900897,0.157571256,0.01883254,0.053840481,0.748782516
915721802244083714,1,2017-10-04 17:34:25,LEFT,Middle East,anger,0.269834161,0.081194311,0.117075033,0.188780233,0.028146259,0.003836363,0.311133623
915722675460366336,1,2017-10-04 17:37:53,UNK,Others,disgust,0.077087052,0.009730391,0.001465046,0.01248478,0.025483303,0.845514476,0.028235
915725740288630784,1,2017-10-04 17:50:04,EXTREME RIGHT,Europe,fear,0.005677776,0.000681452,0.002116586,0.964874029,0.003824134,0.001479491,0.021346351
915725948296687616,1,2017-10-04 17:50:54,UNK,Others,fear,0.004154664,0.003926205,0.001298592,0.901449978,0.011253535,0.052331433,0.02558562
915765733732356097,1,2017-10-04 20:28:59,EXTREME RIGHT,America,fear,0.205480218,0.022041868,0.172316357,0.5047369,0.016964573,0.005236025,0.073224075
915769192019763200,1,2017-10-04 20:42:44,UNK,Others,neutral,0.890012026,0.075616434,0.013981371,0.003056564,0.009545921,0.002470348,0.005317254
915845901914132480,1,2017-10-05 01:47:33,EXTREME RIGHT,America,sadness,0.016049601,0.00421703,0.017489139,0.145019218,0.792935252,0.002296613,0.021993076
915912228263677953,0,2017-10-05 06:11:06,LEFT-CENTER,America,fear,0.109045669,0.007756599,0.010880955,0.621348679,0.089310333,0.01152045,0.150137305
915922952633376775,1,2017-10-05 06:53:43,LEFT,Middle East,fear,0.000688317,0.001658391,0.003391572,0.955095112,0.002409016,0.000423402,0.036334291
915931028711231489,1,2017-10-05 07:25:49,EXTREME RIGHT,Others,neutral,0.829975426,0.091505386,0.008835383,0.034224585,0.005390628,0.004600261,0.02546837
915931387470995456,1,2017-10-05 07:27:14,EXTREME RIGHT,Others,anger,0.028004564,0.061367415,0.008029263,0.226423606,0.328309745,0.006496179,0.341369212
915940881173291009,0,2017-10-05 08:04:58,LEFT-CENTER,America,fear,0.031748898,0.005262124,0.002146081,0.89671278,0.009207746,0.005968833,0.048953626
915942235958648839,0,2017-10-05 08:10:21,EXTREME RIGHT,America,anger,0.155041426,0.009585362,0.002825784,0.243178949,0.073757529,0.042163767,0.473447114
915945086722113537,0,2017-10-05 08:21:40,LEFT-CENTER,America,neutral,0.476135522,0.026767662,0.021372832,0.349235862,0.021702167,0.022700116,0.082085758
915947212726837249,0,2017-10-05 08:30:07,LEFT-CENTER,America,fear,0.114333145,0.009258869,0.013140962,0.69675988,0.066442668,0.015469979,0.084594451
915954755058495488,0,2017-10-05 09:00:05,LEFT-CENTER,America,anger,0.001445416,0.000740593,0.000447104,0.020836288,0.004253488,0.005352707,0.966924429
915962295209127936,0,2017-10-05 09:30:03,LEFT-CENTER,America,anger,0.029972889,0.002540148,0.004553032,0.400123447,0.037736878,0.044788301,0.480285287
915962596871823360,1,2017-10-05 09:31:15,EXTREME RIGHT,America,neutral,0.377753079,0.014709527,0.299462646,0.191866264,0.018448453,0.009538382,0.088221647
915968100029403136,0,2017-10-05 09:53:07,EXTREME RIGHT,America,neutral,0.76680398,0.003788855,0.102857679,0.041101549,0.016982352,0.013375396,0.055090178
915969850736103424,0,2017-10-05 10:00:04,LEFT-CENTER,America,fear,0.306276858,0.025850587,0.006142349,0.52280724,0.060229618,0.005980395,0.072713003
915977485455691778,1,2017-10-05 10:30:25,EXTREME RIGHT,America,fear,0.001333643,0.001539843,0.005101994,0.982868314,0.007245181,0.000376276,0.001534803
915980086448414720,1,2017-10-05 10:40:45,EXTREME RIGHT,Others,surprise,0.03816383,0.73450774,0.002215137,0.016662993,0.005686211,0.088102646,0.11466141
915997263171866624,0,2017-10-05 11:49:00,EXTREME RIGHT,America,sadness,0.091145702,0.011961382,0.034603979,0.035900023,0.773091078,0.008133375,0.045164425
916010353703706624,1,2017-10-05 12:41:01,EXTREME RIGHT,Others,fear,0.005100566,0.001496507,0.001901239,0.603523731,0.005422523,0.006046229,0.37650916
916011267554385921,0,2017-10-05 12:44:39,LEFT-CENTER,America,anger,0.07834892,0.004567072,0.058394235,0.094139919,0.038665608,0.290808827,0.435075492
916015454321131520,1,2017-10-05 13:01:17,EXTREME RIGHT,Others,fear,0.011754444,0.150457919,0.005905812,0.753951788,0.013351331,0.013910791,0.050667934
916015510730543106,0,2017-10-05 13:01:31,EXTREME RIGHT,America,fear,0.397096723,0.011928746,0.014527849,0.457669109,0.038909569,0.013676769,0.066191241
916027315380875264,0,2017-10-05 13:48:25,EXTREME RIGHT,America,joy,0.042184409,0.001914015,0.694476008,0.066811793,0.012505624,0.01752487,0.164583281
916037962961506304,1,2017-10-05 14:30:44,EXTREME RIGHT,Others,fear,0.034989025,0.013495912,0.005084316,0.553465366,0.024610132,0.01994908,0.348406076
916039367352864774,0,2017-10-05 14:36:19,LEFT-CENTER,America,fear,0.061472479,0.014616482,0.05549635,0.794609904,0.007905137,0.003857464,0.062042106
916051494687961088,0,2017-10-05 15:24:30,LEFT-CENTER,America,neutral,0.551749587,0.048548363,0.007044827,0.31492269,0.027133569,0.00618115,0.044419825
916107728510169089,0,2017-10-05 19:07:57,LEFT,America,joy,0.168522641,0.015993217,0.644877791,0.018915949,0.00400538,0.026951229,0.120733857
916118881583935488,1,2017-10-05 19:52:16,RIGHT-CENTER,Others,fear,0.265270799,0.005757279,0.003044118,0.462535471,0.018661771,0.026963828,0.217766792
916122087005278208,0,2017-10-05 20:05:00,LEFT,America,neutral,0.322211295,0.053644579,0.224508211,0.15412505,0.018484248,0.01938507,0.207641542
916131696948531200,0,2017-10-05 20:43:12,LEFT,America,joy,0.090563364,0.013386046,0.668508708,0.032674491,0.004654011,0.021722887,0.16849044
916141756810379264,1,2017-10-05 21:23:10,UNK,Others,neutral,0.898438513,0.068976291,0.006602783,0.004542638,0.009166248,0.004533327,0.007740239
916153235332911104,0,2017-10-05 22:08:47,EXTREME RIGHT,America,fear,0.114136994,0.017865745,0.007139285,0.70722717,0.034448575,0.029866196,0.089316048
916178998606036993,1,2017-10-05 23:51:09,EXTREME RIGHT,America,neutral,0.722598553,0.153470874,0.101941124,0.006593938,0.007203083,0.001524512,0.006667995
916200457378451456,1,2017-10-06 01:16:25,EXTREME RIGHT,Others,fear,0.262752891,0.016439717,0.053054441,0.486309707,0.042690065,0.003885209,0.134867892
916223207606276096,1,2017-10-06 02:46:49,EXTREME RIGHT,America,neutral,0.851770997,0.00548757,0.004060288,0.054648209,0.011043438,0.02412186,0.048867583
916259667436802049,1,2017-10-06 05:11:42,RIGHT-CENTER,Others,anger,0.088439614,0.005320405,0.004407042,0.073938668,0.058159329,0.071026281,0.698708653
916283661728780290,1,2017-10-06 06:47:03,LEFT,Middle East,fear,0.101276882,0.059406757,0.201693147,0.373455137,0.018606754,0.002532774,0.243028477
916290163923353600,0,2017-10-06 07:12:53,EXTREME RIGHT,America,neutral,0.528423786,0.052375957,0.060165375,0.206570402,0.017810699,0.021188131,0.113465697
916292349826949121,0,2017-10-06 07:21:34,LEFT,America,joy,0.096367933,0.032827925,0.579254389,0.160747692,0.010155649,0.005990599,0.11465583
916300477733761026,0,2017-10-06 07:53:52,LEFT,America,fear,0.245728821,0.012029242,0.045856863,0.5570274,0.012817818,0.012189522,0.114350334
916303382993829890,0,2017-10-06 08:05:25,LEFT-CENTER,America,fear,0.197342396,0.014065834,0.006474177,0.243964732,0.192923814,0.134642988,0.210585997
916305041509797891,0,2017-10-06 08:12:00,LEFT-CENTER,America,fear,0.344208062,0.011931292,0.015314726,0.566929638,0.014106925,0.00595175,0.041557606
916305823181053952,1,2017-10-06 08:15:07,EXTREME RIGHT,Europe,anger,0.006293681,0.00125648,0.003037026,0.322927862,0.029529165,0.023160601,0.613795221
916306426334793728,0,2017-10-06 08:17:30,LEFT-CENTER,America,anger,0.022297546,0.002478697,0.008969146,0.16611968,0.223659396,0.005620965,0.570854664
916324655719383042,0,2017-10-06 09:29:57,LEFT-CENTER,America,fear,0.262436002,0.024250852,0.074848078,0.577869177,0.008119565,0.004883192,0.04759315
916325553833218049,0,2017-10-06 09:33:31,LEFT-CENTER,America,fear,0.09313044,0.004377608,0.014505042,0.40613991,0.110115394,0.061623089,0.310108453
916328111792447489,0,2017-10-06 09:43:41,LEFT-CENTER,America,fear,0.135486618,0.009549019,0.011738445,0.73129499,0.032747969,0.015069189,0.064113744
916329055980363776,1,2017-10-06 09:47:26,EXTREME RIGHT,America,fear,0.119904839,0.155301705,0.006716057,0.446090937,0.029560646,0.010988061,0.231437832
916329934553042944,1,2017-10-06 09:50:55,EXTREME RIGHT,America,fear,0.075164586,0.025269182,0.020397581,0.619575799,0.061022956,0.006824368,0.191745535
916331246212538369,1,2017-10-06 09:56:08,EXTREME RIGHT,Others,fear,0.010549263,0.013444238,0.001784863,0.84192735,0.026076805,0.013045796,0.093171656
916344011518087168,0,2017-10-06 10:46:51,EXTREME RIGHT,America,neutral,0.49828583,0.066108637,0.003565805,0.12947613,0.067443505,0.126433432,0.108686686
916344297355710464,0,2017-10-06 10:48:00,EXTREME RIGHT,America,neutral,0.425087929,0.035369441,0.002517275,0.243800744,0.131440252,0.029068824,0.132715493
916353999162544128,1,2017-10-06 11:26:33,EXTREME RIGHT,Others,anger,0.007032027,0.002511753,0.003880043,0.155340582,0.045988929,0.00398667,0.781260073
916356996378619904,1,2017-10-06 11:38:27,EXTREME RIGHT,Others,fear,0.016756767,0.02835983,0.009291939,0.659868121,0.00470463,0.002980737,0.278037965
916368198819368960,1,2017-10-06 12:22:58,EXTREME RIGHT,Others,fear,0.044920538,0.01811024,0.138869852,0.651877284,0.055874016,0.012642755,0.077705227
916386550908194816,1,2017-10-06 13:35:54,UNK,Others,anger,0.106444545,0.010848721,0.004694798,0.008614771,0.018592536,0.238458335,0.612346292
916393307592200192,0,2017-10-06 14:02:44,LEFT-CENTER,America,fear,0.044508327,0.024297146,0.001942888,0.557151079,0.288847297,0.009338215,0.073915057
916397342923698176,1,2017-10-06 14:18:47,EXTREME RIGHT,Others,fear,0.016587239,0.010616131,0.001223535,0.921201766,0.005842189,0.005473861,0.039055288
916398681837920257,0,2017-10-06 14:24:06,LEFT,America,fear,0.012071552,0.00673068,0.007987535,0.553996623,0.352481544,0.001389361,0.065342732
916402128117100545,1,2017-10-06 14:37:47,EXTREME RIGHT,Others,fear,0.009660957,0.385650635,0.003911775,0.582550883,0.002071873,0.003027865,0.013126019
